,title,price,squer,room,city,addres,floor,metr,new_rem,auction,quiet_area,furniture,center,parking
,вул. Будівельників,34500,47,2,Дніпро,"Чечелівський
                        ·",1,734,0,0,0,0,0,0
,"вул. Дмитра Кедріна, 66",100000,121,3,Дніпро,"Центральний
                        ·",6,826,0,1,0,1,0,0
,вул. Старокозацька,93000,100,3,Дніпро,"Центральний
                        ·",8,930,0,0,0,0,1,0
,"вул. Макуха Василя, 5",44999,67,3,Дніпро,"Амур-Нижньодніпровський
                        ·",2,672,0,0,1,0,0,0
,"вул. Володимира Мономаха, 8",50000,48,2,Дніпро,"Центр
                        ·",2,1042,1,0,0,0,1,0
,Донецьке шосе,48000,46,2,Дніпро,"Індустріальний
                        ·",1,1043,1,1,0,0,0,0
,"вул. Старочумацька(Байкальська), 11",36000,60,3,Дніпро,"Індустріальний
                        ·",5,600,0,0,0,0,0,0
,"просп. Слобожанський, 127",28000,31,1,Дніпро,"Індустріальний
                        ·",3,903,1,0,0,0,0,0
,"Запорізьке шосе, 28Б",40500,47,1,Дніпро,"Шевченківський
                        ·",9,862,0,0,0,0,0,0
,"вул. Будівельників, 31",25000,36,2,Дніпро,"Титова
                        ·",1,704,0,0,1,0,0,0
,просп. Орлика Пилипа,44000,55,3,Дніпро,Дніпро,1,800,0,0,0,0,0,0
,"пров. Ялицевий, 6",33700,34,2,Дніпро,"Чечелівський
                        ·",2,991,0,1,1,0,0,0
,"Запорізьке шосе, 78",30500,40,1,Дніпро,"Тополя-3
                        ·",2,766,0,0,1,1,0,0
,"вул. Високовольтна, 8",28000,29,1,Дніпро,"Соборний
                        ·",5,966,0,0,0,0,1,0
,"вул. Гоголя, 10А",65000,65,3,Дніпро,"Нагорний
                        ·",5,1000,0,0,1,0,0,0
,"вул. Прогресивна, 1",43900,72,3,Дніпро,"Сонячний
                        ·",4,613,0,0,1,0,0,1
,вул. Левка Лук’яненка,40000,45,2,Дніпро,"Нагірка
                        ·",2,889,0,0,0,1,1,0
,"вул. Шолохова, 5",35000,39,1,Дніпро,"Амур-Нижньодніпровський
                        ·",5,897,0,0,1,0,0,1
,вул. Героїв Дніпра,42000,38,1,Дніпро,"Перемога-5
                        ·",6,1105,0,0,1,0,0,0
,вул. Троїцька,75000,39,2,Дніпро,"Шевченківський
                        ·",3,1923,0,1,0,1,1,0
,"вул. Кондратюка Юрія, 16",45000,72,3,Дніпро,"Покровський
                        ·",8,628,0,0,1,0,0,0
,"просп. Яворницького Дмитра, 125",63000,73,3,Дніпро,"Центральний
                        ·",4,863,0,0,0,0,0,0
,"вул. Калнишевського Петра, 41",31000,48,2,Дніпро,"Індустріальний
                        ·",2,643,0,0,1,0,0,0
,вул. Сонячна Набережна(Малиновського Маршала),75000,65,3,Дніпро,"Індустріальний
                        ·",16,1154,0,0,0,0,0,0
,"вул. Героїв Рятувальників(Дубініна В.), 6",93000,73,3,Дніпро,"Гагаріна
                        ·",3,1310,0,1,0,0,0,0
,пров. Добровольців,18500,23,1,Дніпро,"Соборний
                        ·",4,804,0,0,1,0,0,0
,"вул. Прапорна, 3",48500,53,2,Дніпро,"Індустріальний
                        ·",6,915,0,0,1,1,0,0
,"вул. Святослава Хороброго, 62",97000,189,4,Дніпро,"Соборний
                        ·",1,515,0,0,0,0,0,0
,"вул. Полігонна(Погребняка), 10Б",95000,78,2,Дніпро,"Гагаріна
                        ·",6,1216,0,0,0,0,1,0
,"бул. Рубіновий, 7",40000,39,1,Дніпро,"Новокодацький
                        ·",14,1020,0,0,0,1,0,0
,"Запорізьке шосе, 32Д",37000,44,1,Дніпро,"Шевченківський
                        ·",10,851,0,0,1,0,0,0
,"вул. Новокримська, 42",75000,70,3,Дніпро,"Чечелівський
                        ·",5,1071,0,0,1,1,0,0
,"вул. Гусенка, 4",28000,28,1,Дніпро,"Соборний
                        ·",1,996,0,0,1,0,0,0
,вул. Ленкавського,114000,92,3,Івано-Франківськ,"Кант
                        ·",12,1239,0,0,0,0,1,1
,вул. Молодіжна,44157,69,2,Івано-Франківськ,"Брати
                        ·",4,645,0,0,0,0,1,0
,вул. Волошина Августина,31790,38,1,Івано-Франківськ,"Бам
                        ·",6,795,0,0,1,0,0,0
,"вул. Гетьмана Івана Мазепи, 148",107000,97,3,Івано-Франківськ,"Центр
                        ·",6,1099,0,0,0,0,1,0
,"вул. Княгинин, 44",56146,84,3,Івано-Франківськ,"Центр
                        ·",8,670,0,0,0,0,0,0
,вул. Хіміків,39800,59,2,Івано-Франківськ,"Пасічна
                        ·",12,675,0,0,0,0,0,0
,вул. Левицького Романа,115500,92,3,Івано-Франківськ,"Кант
                        ·",3,1255,1,0,1,0,0,0
,"вул. Івасюка, 19",54000,44,1,Івано-Франківськ,"Каскад
                        ·",3,1227,0,0,1,0,0,0
,"вул. Гетьмана Івана Мазепи, 164",164000,88,3,Івано-Франківськ,Івано-Франківськ,3,1864,0,1,0,0,0,0
,вул. Романа Вірастюка,58000,90,3,Івано-Франківськ,"Пасічна
                        ·",9,644,0,0,0,0,0,0
,"вул. Тролейбусна, 28",48000,55,2,Івано-Франківськ,"Пасічна
                        ·",4,873,0,1,0,0,0,0
,"вул. Приозерна, 57",65000,44,1,Івано-Франківськ,Івано-Франківськ,1,1477,0,0,1,0,0,0
,вул. Юліана Пелеша(Крайківського),66215,70,2,Івано-Франківськ,"Княгинин
                        ·",4,950,0,0,0,0,0,0
,вул. Довженка О.,27300,42,1,Івано-Франківськ,"Бам
                        ·",2,650,0,0,0,0,0,0
,"вул. Ленкавського, 2А",59160,69,2,Івано-Франківськ,"Кант
                        ·",7,853,0,0,0,0,0,0
,вул. Вовчинецька,90000,110,3,Івано-Франківськ,"Центр
                        ·",2,818,0,0,0,0,1,1
,вул. Угорницька,78000,110,3,Івано-Франківськ,"Майзлі
                        ·",7,709,0,1,0,0,0,0
,вул. Горбачевського,45064,69,2,Івано-Франківськ,"Пасічна
                        ·",10,650,0,0,0,0,0,0
,"вул. Целевича Юліана, 4",48070,66,2,Івано-Франківськ,"Пасічна
                        ·",9,730,0,0,0,0,0,0
,вул. Незалежності,40000,45,2,Івано-Франківськ,"Центр
                        ·",2,889,0,0,0,1,0,0
,"вул. Хоткевича Гната, 50",37000,45,2,Івано-Франківськ,"Брати
                        ·",5,831,1,1,1,0,0,0
,вул. Чорновола,93000,188,4,Івано-Франківськ,"Центр
                        ·",5,495,0,0,0,0,1,0
,вул. Миколайчука Івана,64999,94,3,Івано-Франківськ,"Каскад
                        ·",6,691,0,1,0,0,0,0
,вул. Височана Семена,46800,65,2,Івано-Франківськ,"Центр
                        ·",7,720,0,0,0,0,1,0
,"вул. Карпатська, 17А",65500,72,3,Івано-Франківськ,"Центр
                        ·",4,910,0,0,1,0,1,0
,"вул. Молодіжна, ул. Хоткев",34740,46,1,Івано-Франківськ,"Будівельників
                        ·",9,750,0,0,0,0,0,0
,"вул. Хоткевича Гната, 65",48000,120,3,Івано-Франківськ,"Брати
                        ·",9,400,0,0,1,0,0,0
,"вул. Івасюка, 54",29900,39,1,Івано-Франківськ,"Івасюка Надрічна
                        ·",3,771,0,0,0,0,0,0
,вул. Пулюя І.,32000,42,2,Івано-Франківськ,"Центр
                        ·",1,762,0,0,1,0,1,0
,Калуське шосе,45000,68,2,Івано-Франківськ,"Пасічна
                        ·",3,662,0,0,1,0,0,0
,вул. Довга,34500,31,1,Івано-Франківськ,"Центр
                        ·",5,1113,0,0,0,1,1,0
,пров. Ключний,68980,125,3,Івано-Франківськ,"Позитрон
                        ·",10,552,0,0,0,0,0,0
,"вул. Переяславська, 21",52500,72,3,Івано-Франківськ,"Центр
                        ·",7,729,0,0,1,1,0,0
,"вул. Височана Семена, 18",42000,53,2,Івано-Франківськ,"Центр
                        ·",14,797,0,0,1,0,1,0
,вул. Целевича Юліана,62000,62,2,Івано-Франківськ,"Пасічна
                        ·",8,1005,0,0,1,0,0,0
,"вул. Кобилянської, 20",31306,40,1,Івано-Франківськ,"Центр
                        ·",2,789,0,0,0,0,0,0
,"вул. Галицька, 109",32500,62,3,Івано-Франківськ,"Центр
                        ·",1,526,0,0,0,0,1,0
,вул. Набережна імені Василя Стефаника,34800,67,2,Івано-Франківськ,"Пасічна
                        ·",2,521,0,0,0,0,0,0
,вул. Лепкого Б.,39500,54,2,Івано-Франківськ,"Центр
                        ·",3,731,0,0,0,0,1,0
,вул. Івасюка,54000,44,1,Івано-Франківськ,Івано-Франківськ,2,1227,0,0,1,1,0,0
,"вул. Угорницька, 16",55000,67,2,Івано-Франківськ,"Івасюка Надрічна
                        ·",5,821,0,0,0,0,0,0
,вул. Симоненка Василя,62500,53,1,Івано-Франківськ,"Каскад
                        ·",7,1179,0,1,0,0,0,0
,вул. Довбуша,19289,36,1,Івано-Франківськ,"Коновальця Чорновола
                        ·",2,540,0,0,1,0,0,0
,"вул. Довженка О., ул. Виногр",29190,42,1,Івано-Франківськ,"Бам
                        ·",10,700,0,0,0,0,0,0
,вул. Героїв Миколаєва(Сєченова),41500,35,1,Івано-Франківськ,"Майзлі
                        ·",10,1186,0,0,0,0,0,0
,вул. Надрічна,28210,40,1,Івано-Франківськ,"Набережна Княгинин
                        ·",10,700,0,0,0,0,0,0
,"вул. Національної Гвардії, 14М",85000,95,3,Івано-Франківськ,"Центр
                        ·",2,895,0,0,0,0,1,0
,вул. Зв'язкова,68450,68,2,Івано-Франківськ,"Центр
                        ·",4,1005,0,0,0,0,1,0
,"вул. Побутова, 4",52000,82,3,Івано-Франківськ,"Коновальця Чорновола
                        ·",7,634,0,0,1,0,0,0
,"вул. Івасюка, 82",84643,87,3,Івано-Франківськ,"Центр
                        ·",10,976,0,0,0,0,0,0
,вул. Княгинин,29750,43,1,Івано-Франківськ,·,3,700,0,0,0,0,1,1
,вул. Залізнична,42500,38,1,Івано-Франківськ,"Центр
                        ·",8,1118,0,0,0,0,1,0
,"вул. Хмельницького Богдана, 73",59000,49,1,-,Івано-Франківськ,3,1204,0,0,0,1,0,0
,"вул. Горбачевського, 21",46449,99,3,Івано-Франківськ,"Пасічна
                        ·",4,467,0,0,1,0,0,0
,"вул. Романа Вірастюка, 1",48000,71,3,Івано-Франківськ,"Пасічна
                        ·",10,677,0,0,0,0,0,0
,"вул. Хіміків, 28",35000,45,1,Івано-Франківськ,"Пасічна
                        ·",4,778,0,0,0,0,0,0
,"вул. Гетьмана Івана Мазепи, 142",56870,47,1,Івано-Франківськ,"Центр
                        ·",8,1210,0,0,0,0,0,0
,"вул. Гетьмана Івана Мазепи, 168",55432,68,2,-,Івано-Франківськ,7,820,0,0,0,0,0,0
,вул. Карпатська,39701,49,1,Івано-Франківськ,"Центр
                        ·",6,843,1,0,0,0,1,0
,вул. Флотська,38653,49,1,Івано-Франківськ,"Набережна
                        ·",5,821,0,0,0,0,1,0
,вул. Кисілевської О.,41580,54,2,Івано-Франківськ,"Майзлі
                        ·",5,770,0,0,0,0,0,0
,"вул. Височана Семена, 18/9",57000,38,1,Івано-Франківськ,"Центр
                        ·",6,1500,0,0,1,0,1,0
,"вул. Юліана Пелеша(Крайківського), 1",36800,39,1,Івано-Франківськ,"Центр
                        ·",2,944,0,0,0,0,0,0
,"вул. Пасічна, 38А",60000,90,3,Івано-Франківськ,"Пасічна
                        ·",2,670,0,0,0,0,0,0
,вул. Українських Декабристів,38000,64,2,Івано-Франківськ,"Майзлі
                        ·",6,594,0,0,0,0,1,0
,вул. Національної Гвардії,103000,85,3,Івано-Франківськ,"Центр
                        ·",9,1212,0,0,1,0,1,0
,вул. Незалежності (Горького),32500,33,1,Івано-Франківськ,"Центр
                        ·",3,983,0,0,0,0,0,0
,вул. Яблунева,28000,41,1,Івано-Франківськ,"Каскад
                        ·",9,681,0,0,1,0,0,0
,"вул. Бандери Степана, 79",61500,47,1,Івано-Франківськ,"Центр
                        ·",7,1309,0,1,0,0,1,0
,вул. Української Перемоги(Академіка Сахарова),67000,88,3,Івано-Франківськ,"Центр
                        ·",4,761,0,0,0,0,1,0
,вул. Потічна,28000,41,1,Івано-Франківськ,"Каскад
                        ·",9,681,0,0,1,0,0,0
,"вул. Пасічна, 44",39000,69,2,Івано-Франківськ,"Пасічна
                        ·",2,565,0,0,0,0,0,0
,вул. Гетьмана Івана Мазепи,68990,65,2,Івано-Франківськ,"Центр
                        ·",10,1060,0,0,0,0,0,0
,вул. Отця Блавацького,41300,66,2,Івано-Франківськ,"Опришівці
                        ·",2,626,0,0,1,0,0,0
,вул. Курбаса Леся,57900,46,1,Івано-Франківськ,"Центр
                        ·",1,1259,0,0,0,0,1,1
,"вул. Височана Семена, 18/36",58500,45,1,Івано-Франківськ,"Центр
                        ·",4,1300,0,1,0,1,1,0
,бул. Північний,123000,108,3,Івано-Франківськ,"Центр
                        ·",7,1139,0,0,0,0,0,0
,бул. Південний,32000,47,1,Івано-Франківськ,"Центр
                        ·",9,687,0,0,0,0,1,0
,"вул. Галицька, 136",36500,53,2,Івано-Франківськ,"Пасічна
                        ·",5,689,0,0,1,0,0,0
,"вул. Хмельницького Богдана, 73А",44500,48,1,-,Івано-Франківськ,6,927,0,0,1,0,0,0
,"вул. Вовчинецька, 223Г",74000,75,2,Івано-Франківськ,"Позитрон
                        ·",8,987,0,1,0,0,0,0
,"вул. Хмельницького Богдана, 53",55000,72,3,Івано-Франківськ,"Софіївка
                        ·",10,764,0,0,0,0,0,0
,"вул. Національної Гвардії, 16",76000,91,3,Івано-Франківськ,"Центр
                        ·",5,835,0,0,1,0,1,0
,"вул. Целевича Юліана, 28",25760,37,1,Івано-Франківськ,"Пасічна
                        ·",12,700,0,0,0,0,0,0
,"вул. Молодіжна, 34",26300,45,1,Івано-Франківськ,"Брати
                        ·",1,584,0,0,0,0,0,0
,"вул. Європейська, 3",63675,78,2,Івано-Франківськ,"Каскад
                        ·",13,818,0,0,0,0,0,0
,"вул. Кисілевської О., 31",40500,54,2,Івано-Франківськ,"Майзлі
                        ·",7,750,0,0,1,0,0,0
,"вул. Симоненка Василя, 3",42650,50,1,Івано-Франківськ,"Каскад
                        ·",13,860,0,0,0,0,0,0
,"вул. Довженка О., 29",84990,87,3,Івано-Франківськ,"Бам
                        ·",7,977,0,0,1,0,0,0
,вулиця Фортечна,58000,46,1,Івано-Франківськ,"Бам
                        ·",4,1261,0,0,1,1,0,0
,"вул. Гетьмана Івана Мазепи, 165Б",100000,92,3,Івано-Франківськ,"Бам
                        ·",8,1087,0,0,0,1,1,0
,"вул. Петлюри Симона, 23",33000,44,2,Івано-Франківськ,"Коновальця Чорновола
                        ·",4,750,0,0,1,0,0,0
,"вул. 24 Серпня, 5",49000,79,3,Івано-Франківськ,"Каскад
                        ·",7,620,0,0,0,0,0,0
,"вул. Слов'янська, 1",33000,39,1,Івано-Франківськ,"Центр
                        ·",3,853,0,0,0,0,1,0
,"вул. Михайла Мулика(Гаркуші), 18",42000,44,2,Івано-Франківськ,"Вокзал
                        ·",1,955,0,0,0,0,0,0
,"вул. Галицька, 147",53000,72,3,Івано-Франківськ,"Пасічна
                        ·",7,736,0,0,1,1,0,0
,вул. Кобилянської,75184,88,3,Івано-Франківськ,"Центр
                        ·",5,888,0,0,0,0,0,0
,"вул. Довженка О., 39",95000,58,2,Івано-Франківськ,"Бам
                        ·",7,1638,0,0,1,0,0,0
,вул. 24 Серпня,54500,75,3,Івано-Франківськ,"Бам
                        ·",2,725,0,0,0,0,0,0
,"вул. Дорошенка П. Гетьмана, 28В",59000,85,3,Івано-Франківськ,"Бам
                        ·",5,692,0,0,0,0,0,0
,"вул. Галицька, 2А",25000,54,2,Івано-Франківськ,"Пасічна
                        ·",8,463,0,0,1,0,0,0
,"вул. Вовчинецька, 227",52000,59,2,Івано-Франківськ,"Каскад
                        ·",7,881,0,0,0,0,0,0
,пл. Європейська,51850,78,3,Івано-Франківськ,"Кішлак
                        ·",2,658,0,0,0,0,0,0
,"вул. Галицька, 120А",77499,140,5,Івано-Франківськ,"Пасічна
                        ·",10,554,1,1,0,0,0,0
,"вул. Ленкавського, 102",99900,102,3,Івано-Франківськ,"Набережна
                        ·",2,979,1,0,0,0,1,0
,"вул. Незалежності (Горького), 136",46550,68,2,Івано-Франківськ,"Майзлі
                        ·",7,685,0,0,1,0,1,0
,"вул. Ленкавського, 114",59500,73,2,Івано-Франківськ,"Набережна
                        ·",16,815,0,0,0,0,0,0
,"вул. Коновальця Євгена, 37",47000,41,1,Івано-Франківськ,"Центр
                        ·",6,1146,0,0,0,0,1,0
,вул. Витвицького,69000,70,2,Івано-Франківськ,"Пасічна
                        ·",5,986,0,0,1,0,0,0
,вул. Стуса Василя,40500,40,1,Івано-Франківськ,"Івасюка Надрічна
                        ·",8,1013,0,0,0,1,0,0
,вул. Урожайна,83000,69,2,Івано-Франківськ,"Княгинин
                        ·",3,1198,0,1,0,1,0,0
,"вул. Хіміків, 9",36500,67,2,Івано-Франківськ,"Пасічна
                        ·",10,545,0,0,0,0,0,0
,"вул. Галицька, 105",28500,40,2,Івано-Франківськ,"Княгинин
                        ·",2,713,0,0,0,0,0,0
,вул. Запорізька,78870,48,1,Ужгород,"Червениця
                        ·",2,1650,0,0,0,0,0,0
,"вул. Мальовнича, 8",45900,34,1,-,Ужгород,2,1350,0,0,0,0,0,0
,"вул. Капушанська, 150",124190,113,3,-,Ужгород,8,1100,0,0,0,0,0,0
,"вул. Сергія Мартина, 4",39845,61,3,-,Ужгород,2,650,0,0,0,0,0,0
,"вул. Легоцького, 64Б",40720,41,1,-,Ужгород,1,1000,0,0,0,0,0,0
,"пров. Університетський, 5А",69000,60,2,Ужгород,"Малий Галагов
                        ·",5,1150,0,0,0,0,1,0
,вул. Минайська,81000,74,3,-,Ужгород,5,1095,0,0,0,0,0,0
,"вул. Богомольця, 22",77000,59,2,Ужгород,"Новий
                        ·",2,1305,0,0,1,0,0,1
,"вул. Єньковська, 25",45000,36,1,-,Ужгород,4,1250,0,0,1,1,0,1
,вул. Закарпатська,100000,80,2,Ужгород,"БАМ
                        ·",2,1250,0,0,1,0,0,0
,вул. Собранецька,100000,100,3,Ужгород,"БАМ
                        ·",3,1000,0,0,1,0,0,0
,вул. Університетська,222000,93,3,Ужгород,"БАМ
                        ·",3,2387,0,0,0,1,0,0
,вул. Возз'єднання,78000,77,2,Ужгород,"Боздош
                        ·",5,1013,0,0,1,0,0,0
,"вул. Богомольця, 14",42900,66,3,Ужгород,"Новий
                        ·",7,650,0,0,0,0,0,0
,вул. Капушанська,60000,40,1,Ужгород,"Новий
                        ·",6,1500,0,0,1,0,0,0
,вул. Заньковецької,39000,58,3,Ужгород,"Центр
                        ·",2,676,0,0,0,0,1,0
,"вул. Капушанська, 168",68000,40,1,-,Ужгород,8,1700,0,0,0,0,0,0
,вул. Володимирська,59500,43,1,Ужгород,"Боздош
                        ·",1,1384,0,1,0,0,1,0
,вул. Богомольця,41000,28,1,Ужгород,"Новий
                        ·",4,1171,0,0,0,1,0,0
,пл. Петефі Шандора,75000,65,2,Ужгород,"Центр
                        ·",2,1154,0,0,0,0,1,0
,Березня 8-го вул.,73000,54,2,Ужгород,"Новий
                        ·",3,1352,1,0,0,0,0,0
,вул. Подружжя Ганичів(Гвардійська),66500,70,2,Ужгород,"Компотний
                        ·",4,950,0,0,1,0,0,0
,"вул. Василя Гаджеги(Радіщева), 11",59000,38,1,Ужгород,"Боздош
                        ·",6,1553,0,0,0,0,0,0
,вул. Сечені,59500,41,2,Ужгород,"Свепомоц
                        ·",3,1451,0,1,0,0,1,0
,"вул. Хіри Олександра, 4А",140000,76,2,Ужгород,"Боздош
                        ·",1,1842,0,1,0,0,0,0
,наб. Незалежності,110000,70,2,Ужгород,"Малий Галагов
                        ·",2,1571,0,1,0,0,1,0
,"вул. Сечені, 29А",51601,47,1,Ужгород,"Центр
                        ·",9,1100,0,0,0,0,0,0
,вул. Фогарашія,52000,43,1,-,Ужгород,4,1209,0,0,1,0,1,0
,пров. Леонтовича Миколи,229500,135,4,Ужгород,"Червениця
                        ·",2,1700,0,1,0,0,0,1
,вул. Легоцького,139500,67,3,Ужгород,"Новий
                        ·",7,2082,0,1,0,0,0,0
,вул. Снігурського,69900,41,1,Ужгород,"Боздош
                        ·",3,1705,0,1,0,0,1,0
,"вул. Гленца, 16",154000,70,3,Ужгород,"Малий Галагов
                        ·",5,2200,0,0,0,0,1,0
,"вул. Легоцького, 80",46750,34,1,-,Ужгород,8,1375,0,0,0,0,0,0
,вул. О. Хіри,117000,126,3,Ужгород,"Боздош
                        ·",4,929,0,0,0,1,0,0
,вул. Панаса Мирного,105000,94,3,Ужгород,"Центр
                        ·",3,1117,0,0,0,0,1,0
,вул. Ігоря Сікорського(Можайського),64000,72,3,Ужгород,"Новий
                        ·",2,889,0,0,1,0,0,0
,"вул. Легоцького, 64а, 64б",50053,61,2,-,Ужгород,9,820,0,0,0,0,0,0
,"наб. Київська, 4",127000,51,1,-,Ужгород,6,2500,0,0,0,0,0,0
,Свободи проспект,42000,44,2,Ужгород,"Центр
                        ·",3,955,0,0,1,0,1,0
,"вул. Возз'єднання, 31",135000,74,2,Ужгород,"Боздош
                        ·",3,1824,0,0,0,1,0,1
,"вул. Миколи Бобяка, 1",180000,107,3,Ужгород,"Новий
                        ·",11,1682,0,0,0,0,0,0
,вул. Довженка,142000,105,3,Ужгород,"Центр
                        ·",3,1352,0,0,0,0,1,0
,"вул. Загорська, 51",52884,44,1,Ужгород,"Компотний
                        ·",6,1200,0,0,0,0,0,0
,вул. Швабська,77500,78,1,Ужгород,"Центр
                        ·",4,1000,0,0,0,0,1,0
,вул. Гленца,58500,65,2,Ужгород,"Центр
                        ·",10,900,0,0,0,0,0,0
,"вул. Богомольця, 17",74900,53,2,Ужгород,"Новий
                        ·",5,1413,0,0,1,1,0,0
,вул. Загорська,82000,56,2,Ужгород,"Садовий
                        ·",2,1467,0,1,1,0,0,0
,"вул. Володимирська, 11А",75000,82,3,Ужгород,"Центр
                        ·",3,915,0,0,1,0,1,0
,"наб. Слов'янська, 25",155000,77,2,Ужгород,"Центр
                        ·",2,2010,0,0,0,0,0,0
,"наб. Слов'янська, 23А",264400,132,3,Ужгород,"Центр
                        ·",9,2000,0,0,0,0,1,0
,"наб. Слов'янська, 25А",155000,82,2,Ужгород,"Центр
                        ·",3,1881,0,0,0,0,1,0
,вул. Баб'яка,125000,76,2,Ужгород,"Боздош
                        ·",3,1645,0,1,0,1,0,0
,наб. Слов'янська,140220,78,2,Ужгород,"Боздош
                        ·",2,1800,0,0,0,0,0,0
,вул. Новака,49308,41,1,Ужгород,"Центр
                        ·",4,1200,0,0,0,0,0,0
,"вул. Грушевського, 4",34300,40,1,-,Ужгород,3,858,0,0,0,0,1,1
,,82000,56,2,Ужгород,"Садовий
                        ·",3,1467,0,0,0,0,0,0
,"вул. Загорська, 188",29746,39,1,-,Ужгород,1,760,0,0,0,0,0,0
,Андрія Палая алея,65000,58,2,Ужгород,"Станційний
                        ·",1,1121,0,0,0,0,0,0
,"вул. Собранецька, 160",114750,85,2,Ужгород,"Центр
                        ·",8,1350,0,0,0,0,0,0
,"вул. Василя Гаджеги(Радіщева), 1",65000,46,1,-,Ужгород,3,1413,0,0,0,0,0,0
,"вул. Подружжя Ганичів(Гвардійська), 3",50000,65,3,Ужгород,"Компотний
                        ·",3,769,0,0,0,0,0,0
,"вул. Сечені, 50",78000,70,3,Ужгород,"Центр
                        ·",4,1114,0,0,1,0,0,0
,вул. Оноківська,96000,63,2,Ужгород,"Шахта
                        ·",2,1524,0,0,1,1,0,0
,вул. Климпуша,70000,49,1,Ужгород,"Боздош
                        ·",2,1429,0,0,0,0,0,1
,Свободи пр.,62000,58,3,Ужгород,"Центр
                        ·",4,1069,0,0,0,0,0,0
,"вул. Володимирська, 11",75000,75,3,Ужгород,"Центр
                        ·",3,1000,0,0,0,0,1,0
,"вул. Чорновола, 111",42000,48,2,Ужгород,"Новий
                        ·",6,875,0,0,0,0,0,0
,вул. 8-го Березня,52000,53,2,Ужгород,"П'яний базар
                        ·",2,981,0,0,1,0,0,0
,"вул. Грушевського, 111",35000,52,2,Ужгород,"П'яний базар
                        ·",1,669,0,0,0,0,0,0
,"просп. Свободи, 111",42500,49,2,Ужгород,"Центр
                        ·",5,867,0,0,0,1,1,0
,"вул. Капушанська, 111",120000,77,2,Ужгород,"Новий
                        ·",7,1558,0,0,0,0,0,0
,вул. Міцкевича,49500,50,2,Ужгород,"Новий
                        ·",9,990,0,0,0,0,0,0
,пров. Шевченка,58000,40,1,Ужгород,"Компотний
                        ·",3,1450,0,0,0,0,0,0
,Бабяка,71000,63,2,Ужгород,"Новий
                        ·",2,1127,0,0,0,0,0,0
,наб. Паркова,53500,31,1,Ужгород,"Центр
                        ·",6,1726,0,0,0,0,0,0
,вул. Миколи Бобяка,71000,63,2,-,Ужгород,2,1127,1,0,1,0,0,0
,вул. Миколи Амосова(Грибоєдова),153000,153,4,Ужгород,"БАМ
                        ·",8,1000,0,0,0,0,0,0
,пл. Гренджі-Донського,125000,84,2,Ужгород,"Центр
                        ·",4,1488,0,0,0,0,0,0
,вул. Митна,67000,68,2,Ужгород,"Центр
                        ·",3,985,0,0,0,1,1,0
,"вул. Університетська, 4",66000,60,2,Ужгород,"БАМ
                        ·",6,1100,0,0,0,0,0,0
,"вул. Оноківська, 18",40000,66,3,Ужгород,"Шахта
                        ·",5,606,0,0,0,0,0,0
,"вул. Руданського, 3",47900,65,3,Ужгород,"Шахта
                        ·",2,737,0,0,0,0,0,0
,"вул. Василя Гаджеги(Радіщева), 1Б",92000,68,3,Ужгород,"Боздош
                        ·",7,1353,0,0,0,0,0,0
,"вул. Федора Потушняка, 9",42000,52,2,Ужгород,"Шахта
                        ·",4,808,0,0,0,0,0,0
,"вул. Українська, 17",49000,75,3,Ужгород,"Радванка
                        ·",5,653,0,0,0,0,0,0
,"наб. Слов'янська, 25Б",63000,47,1,Ужгород,"Боздош
                        ·",1,1340,0,0,0,0,0,0
,"вул. Капушанська, 155",58000,70,3,Ужгород,"Новий
                        ·",2,829,0,0,0,0,0,0
,"вул. Мотрі Братійчук(Осипенко), 22",100000,140,3,Ужгород,"Компотний
                        ·",5,714,0,0,0,0,0,0
,"пров. Добролюбова, 4",83176,117,3,Ужгород,"Великий Галагов
                        ·",5,704,0,0,0,0,0,0
,"вул. Собранецька, 150",286256,100,3,Ужгород,"Червениця
                        ·",7,2835,0,0,0,0,0,0
,"вул. Мальовнича, 9",79000,81,3,Ужгород,"Кальварія
                        ·",3,975,0,0,0,0,0,0
,пл. Егана,90000,146,3,Ужгород,"Свепомоц
                        ·",2,616,0,0,0,0,0,0
,"вул. Собранецька, 122",49500,44,2,Ужгород,"БАМ
                        ·",4,1125,0,0,0,0,0,0
,"вул. Володимирська, 63",75000,60,2,Ужгород,"Боздош
                        ·",4,1250,0,0,0,0,0,0
,пл. Захисників України(Дружби Народів),46000,45,2,Ужгород,"Малий Галагов
                        ·",4,1022,0,0,0,0,0,0
,"вул. Заньковецької, 4",44500,48,2,Ужгород,"Новий
                        ·",1,927,0,0,0,0,0,0
,"вул. Мальовнича, 5",107000,80,3,Ужгород,"БАМ
                        ·",5,1338,0,0,0,0,0,0
,"вул. Володимирська, 67",45500,54,2,Ужгород,"Боздош
                        ·",1,847,0,0,0,0,0,0
,"вул. Тихого, 13",38000,33,1,Ужгород,"Центр
                        ·",3,1152,0,0,0,0,0,0
,вул. Волошина,195000,100,4,Ужгород,"Новий
                        ·",4,1950,0,0,0,0,0,0
,"вул. Василя Комендаря, 1",65000,78,3,Ужгород,"Станційний
                        ·",4,833,0,0,0,0,0,0
,"вул. Митна, 25Г",160000,78,2,Ужгород,"Великий Галагов
                        ·",4,2051,0,0,0,0,0,0
