,title,price,squer,room,city,addres,floor,metr,new_rem,auction,quiet_area,furniture,center,parking,full_address,latitude,longitude
1283,"просп. Поля Олександра, 16",58650,70,2,Дніпро,"Центральний
                        ·",11,838,0,0,0,0,1,0,"просп. Поля Олександра, 16, Дніпро, Україна",48.4602998,35.02570007011883
1284,"вул. Героїв Дніпра, 45",37000,50,2,Дніпро,"Перемога-6
                        ·",9,740,0,0,1,0,0,0,"вул. Героїв Дніпра, 45, Дніпро, Україна",48.460887,35.2041384
1285,"вул. Широка, 116Б",38200,113,4,Дніпро,"Амур-Нижньодніпровський
                        ·",1,338,0,0,1,0,0,1,"вул. Широка, 116Б, Дніпро, Україна",48.5189501,34.9619347
1286,"просп. Слобожанський, 65",41700,65,3,Дніпро,"Індустріальний
                        ·",5,642,0,0,0,0,0,0,"просп. Слобожанський, 65, Дніпро, Україна",48.506165949999996,35.07371458520528
1287,"вул. 6-ї стрілецької дивізії, 29",43560,40,1,Дніпро,"Соборний
                        ·",24,1100,0,0,0,0,0,0,"вул. 6-ї стрілецької дивізії, 29, Дніпро, Україна",48.4612826,35.0761128
1288,"вул. Сидоренка Василя, 5",31500,40,2,Дніпро,"Мазепи
                        ·",1,782,0,1,0,0,0,0,"вул. Сидоренка Василя, 5, Дніпро, Україна",48.46180195,34.973243383522544
1289,"просп. Поля Олександра, 80А",34500,30,1,Дніпро,"Центральний
                        ·",5,1135,0,0,1,0,0,0,"просп. Поля Олександра, 80А, Дніпро, Україна",48.442684,35.015781359346086
1290,"вул. Полігонна(Погребняка), 18Г",46000,55,2,Дніпро,"Нагірка
                        ·",8,836,0,0,1,0,0,0,"вул. Полігонна(Погребняка), 18Г, Дніпро, Україна",48.44827345,35.0473131173395
1291,"просп. Яворницького Дмитра, 58",114000,110,2,Дніпро,"Центральний
                        ·",7,1036,0,0,0,0,1,0,"просп. Яворницького Дмитра, 58, Дніпро, Україна",48.4669796,35.0426172
1292,"вул. Січеславська Набережна, 49А",98000,46,1,Дніпро,"Соборний
                        ·",5,2130,0,1,0,0,1,0,"вул. Січеславська Набережна, 49А, Дніпро, Україна",48.464675650000004,35.06330907437902
1293,просп. Сергія Нігояна,52000,62,2,Дніпро,"Новокодацький
                        ·",2,839,0,0,0,0,0,0,"просп. Сергія Нігояна, Дніпро, Україна",48.4722049,35.0052727
1294,вул. Луговська,57000,37,1,Дніпро,"Амур-Нижньодніпровський
                        ·",2,1541,0,1,0,0,1,0,"вул. Луговська, Дніпро, Україна",48.5002047,35.0538495
1295,"пл. Старомостова, 2",44000,45,2,Дніпро,"Центральний
                        ·",2,978,0,0,1,0,1,0,"пл. Старомостова, 2, Дніпро, Україна",48.47804945,35.02003199380695
1296,"вул. Савченка Юрія, 83",44000,45,2,Дніпро,"Центральний
                        ·",3,978,0,0,1,0,1,0,"вул. Савченка Юрія, 83, Дніпро, Україна",48.45524505,35.0116821
1297,"вул. Писаржевського, 7",100000,97,4,Дніпро,"Соборний
                        ·",10,1031,0,0,1,0,1,0,"вул. Писаржевського, 7, Дніпро, Україна",48.4490819,35.056143866092654
1298,"вул. Космічна, 5",46200,47,2,Дніпро,"Перемога-4
                        ·",13,983,0,0,0,0,0,0,"вул. Космічна, 5, Дніпро, Україна",48.4214548,35.058001248874646
1299,"вул. Судця Маршала, 3",61000,54,2,Дніпро,"Перемога-6
                        ·",9,1130,0,0,1,0,0,0,"вул. Судця Маршала, 3, Дніпро, Україна",48.4088423,35.066729989835764
1300,просп. Хмельницького Богдана,29000,46,2,Дніпро,"Шевченківський
                        ·",5,630,0,0,0,0,0,0,"просп. Хмельницького Богдана, Дніпро, Україна",48.4362693,35.0184123
1301,"просп. Слобожанський, 82",39000,45,2,Дніпро,"Індустріальний
                        ·",6,867,0,0,1,1,0,0,"просп. Слобожанський, 82, Дніпро, Україна",48.51743205,35.08114933989348
1302,"вул. Василя Сліпака(Єрмолової), 38",24000,48,2,Дніпро,"Шевченківський
                        ·",2,500,0,0,1,0,0,0,"вул. Василя Сліпака(Єрмолової), 38, Дніпро, Україна",48.41357955,35.00596078631847
1303,"вул. Каруни, 2",18000,30,1,Дніпро,"Амур-Нижньодніпровський
                        ·",2,595,0,0,0,0,0,1,"вул. Каруни, 2, Дніпро, Україна",48.49522255,35.06728127881895
1304,вул. Калнишевського Петра,37500,59,3,Дніпро,"Індустріальний
                        ·",2,636,1,0,0,0,1,0,"вул. Калнишевського Петра, Дніпро, Україна",48.4797603,35.0778763
1306,"просп. Хмельницького Богдана, 31",25500,31,1,Дніпро,"Шевченківський
                        ·",5,823,0,0,0,0,0,0,"просп. Хмельницького Богдана, 31, Дніпро, Україна",48.426763300000005,35.01386161042721
1307,"вул. Набережна Перемоги, 128",54936,39,1,Дніпро,"Соборний
                        ·",23,1400,0,0,0,0,0,0,"вул. Набережна Перемоги, 128, Дніпро, Україна",48.4386066,35.0705423
1308,вул. Новоорловська,25000,48,2,Дніпро,"Новокодацький
                        ·",2,521,0,0,0,0,0,0,"вул. Новоорловська, Дніпро, Україна",48.4650959,34.9868907
1309,"вул. Бєляєва, 18",39000,64,3,Дніпро,"Амур-Нижньодніпровський
                        ·",3,609,0,0,1,0,1,0,"вул. Бєляєва, 18, Дніпро, Україна",48.51325335,34.99500721653348
1310,"вул. Набережна Перемоги, 40",54500,57,2,Дніпро,"Соборний
                        ·",14,956,0,0,0,0,0,0,"вул. Набережна Перемоги, 40, Дніпро, Україна",48.44337325,35.07141123388264
1311,вул. Дія Максима,27000,35,1,Дніпро,"Покровський
                        ·",5,763,0,0,0,0,0,0,"вул. Дія Максима, Дніпро, Україна",48.4829604,34.9138286
1313,"вул. Немировича-Данченка, 48",32500,49,2,Дніпро,"Самарський
                        ·",5,663,0,0,0,0,0,0,"вул. Немировича-Данченка, 48, Дніпро, Україна",48.41710315,35.12416583669061
1314,вул. Дарницька,68000,111,3,Дніпро,"Амур-Нижньодніпровський
                        ·",10,613,0,0,0,0,0,0,"вул. Дарницька, Дніпро, Україна",48.5054631,35.0710966
1315,"Донецьке шосе, 1",38500,65,3,Дніпро,"Амур-Нижньодніпровський
                        ·",4,592,0,0,1,0,0,0,"Донецьке шосе, 1, Дніпро, Україна",48.5101756,34.9880851
1316,"узвіз Крутогірний, 20",80000,61,3,Дніпро,"Соборний
                        ·",16,1322,0,1,0,1,1,0,"узвіз Крутогірний, 20, Дніпро, Україна",48.4649575,35.05787517575139
1317,"вул. Гетьманська, 5",55000,40,1,Дніпро,"Індустріальний
                        ·",7,1375,0,0,0,0,0,0,"вул. Гетьманська, 5, Дніпро, Україна",48.5248445,35.01835701777311
1318,"бул. Катеринославський, 1",900000,186,3,Дніпро,"Центральний
                        ·",4,4839,0,0,0,0,1,0,"бул. Катеринославський, 1, Дніпро, Україна",48.46069165,35.05054029690925
1319,"вул. Судця Маршала, 42А",135000,102,3,Дніпро,"Соборний
                        ·",7,1324,0,0,0,0,0,0,"вул. Судця Маршала, 42А, Дніпро, Україна",48.4038129,35.0722518
1320,"вул. Гаванська, 9",57000,57,2,Дніпро,Дніпро,3,993,0,0,1,0,0,0,"вул. Гаванська, 9, Дніпро, Україна",48.4209182,35.1122511
1321,просп. Героїв,67000,54,2,Дніпро,"Соборний
                        ·",4,1264,0,0,0,0,0,0,"просп. Героїв, Дніпро, Україна",48.4117732,35.0649532
1322,"Запорізьке шосе, 30П",49500,56,2,Дніпро,"Шевченківський
                        ·",2,884,0,0,0,0,0,0,"Запорізьке шосе, 30П, Дніпро, Україна",48.4140517,35.0260846
1323,"вул. Котляревського, 7А",24500,30,1,Дніпро,"Амур-Нижньодніпровський
                        ·",5,817,0,0,0,0,0,0,"вул. Котляревського, 7А, Дніпро, Україна",48.4937896,35.0625184
1324,"вул. Набережна Перемоги, 40-д",53460,48,2,Дніпро,"Соборний
                        ·",8,1215,0,0,0,0,0,0,"вул. Набережна Перемоги, 40-д, Дніпро, Україна",48.443210050000005,35.07207285
1325,"вул. Набережна Перемоги, 40Д",71280,59,2,Дніпро,"Соборний
                        ·",12,1208,0,0,0,0,0,0,"вул. Набережна Перемоги, 40Д, Дніпро, Україна",48.443210050000005,35.07207285
1326,"вул. Терещенківська, 23",35000,48,2,Дніпро,"Лівобережний
                        ·",9,745,0,0,1,0,0,0,"вул. Терещенківська, 23, Дніпро, Україна",48.52078575,35.028577666218624
1327,вул. Героїв Рятувальників(Дубініна В.),61000,48,1,Дніпро,"Соборний
                        ·",9,1271,0,0,0,0,0,0,"вул. Героїв Рятувальників(Дубініна В.), Дніпро, Україна",48.4281093,35.0432441
1328,вул. Набережна Перемоги,105000,60,2,Дніпро,"Соборний
                        ·",10,1741,0,1,0,0,0,0,"вул. Набережна Перемоги, Дніпро, Україна",48.4386066,35.0705423
1329,вул. Високовольтна,39900,41,2,Дніпро,"Соборний
                        ·",1,964,0,0,1,1,0,0,"вул. Високовольтна, Дніпро, Україна",48.4232323,35.0313273
1330,"вул. 93-ї Холодноярської Бригади(Челюскіна), 10",85000,39,1,Дніпро,"Шевченківський
                        ·",2,2191,0,0,0,0,1,0,"вул. 93-ї Холодноярської Бригади(Челюскіна), 10, Дніпро, Україна",48.464994450000006,35.040335996517086
1331,вул. Мольєра,25340,36,1,Дніпро,Дніпро,5,700,0,0,1,0,0,0,"вул. Мольєра, Дніпро, Україна",48.5157346,35.0355399
1332,"Донецьке шосе, 15",83000,93,4,Дніпро,"Амур-Нижньодніпровський
                        ·",5,889,0,0,0,0,0,0,"Донецьке шосе, 15, Дніпро, Україна",48.51181965,34.99387608252482
1333,"вул. Сонячна Набережна(Малиновського Маршала), 44",75000,65,3,Дніпро,"Індустріальний
                        ·",16,1154,0,0,1,1,1,0,"вул. Сонячна Набережна(Малиновського Маршала), 44, Дніпро, Україна",48.48002820000001,35.074279589251326
1334,Запорізьке шосе,37000,44,1,Дніпро,"Шевченківський
                        ·",10,851,0,0,1,0,0,0,"Запорізьке шосе, Дніпро, Україна",48.4140517,35.0260846
1335,вул. Івасюка Володимира,40000,92,3,Дніпро,"Мазепи
                        ·",2,435,0,0,1,0,0,0,"вул. Івасюка Володимира, Дніпро, Україна",48.468967,34.9788454
1336,"вул. Призаводська, 24",78948,61,2,Дніпро,"Шевченківський
                        ·",1,1290,0,0,0,0,0,0,"вул. Призаводська, 24, Дніпро, Україна",48.4362952,35.028048
1337,"вул. Моніторна, 1",37000,46,2,Дніпро,"Парус
                        ·",7,804,0,0,1,0,0,0,"вул. Моніторна, 1, Дніпро, Україна",48.47793755,34.911165506268276
1338,"просп. Слобожанський, 14",82000,96,3,Дніпро,"Індустріальний
                        ·",17,854,0,0,0,0,0,0,"просп. Слобожанський, 14, Дніпро, Україна",48.4914496,35.0681223
1339,просп. Слобожанський,26500,32,1,Дніпро,"Амур-Нижньодніпровський
                        ·",2,826,0,0,0,0,0,0,"просп. Слобожанський, Дніпро, Україна",48.5092251,35.0760141
1340,"пл. Старомостова, 1",42000,63,3,Дніпро,"Центральний
                        ·",2,667,0,0,0,0,0,0,"пл. Старомостова, 1, Дніпро, Україна",48.476706,35.0204715
1341,"вул. 20-річчя Перемоги, 8",30500,51,2,Дніпро,"Придніпровський
                        ·",1,602,0,0,1,0,0,0,"вул. 20-річчя Перемоги, 8, Дніпро, Україна",48.4134278,35.1351729
1342,"вул. Сімферопольська, 2Л",250000,120,3,Дніпро,"Соборний
                        ·",18,2066,0,0,0,0,0,0,"вул. Сімферопольська, 2Л, Дніпро, Україна",48.450760849999995,35.06614159969053
1343,"просп. Хмельницького Богдана, 127",46000,59,2,Дніпро,Дніпро,2,780,0,0,0,0,0,0,"просп. Хмельницького Богдана, 127, Дніпро, Україна",48.40625785,35.00147001545719
1344,"вул. Гагаріна, 112",60000,51,2,Дніпро,"Центральний
                        ·",1,1172,0,0,0,0,1,0,"вул. Гагаріна, 112, Дніпро, Україна",48.666772,35.0542161
1345,"вул. Шнеєрсона Менахем-Мендл, 11",65000,64,3,Дніпро,"Центральний
                        ·",3,1016,0,0,1,0,1,0,"вул. Шнеєрсона Менахем-Мендл, 11, Дніпро, Україна",48.45693685,35.03036448040406
1346,"вул. Калнишевського Петра, 23",39500,59,3,Дніпро,"Індустріальний
                        ·",3,669,0,0,1,0,0,0,"вул. Калнишевського Петра, 23, Дніпро, Україна",48.51113105,35.08743666515915
1347,"вул. Сімферопольська, 2К",125000,80,2,Дніпро,"Соборний
                        ·",9,1563,1,0,0,0,0,0,"вул. Сімферопольська, 2К, Дніпро, Україна",48.45022695,35.06712137562044
1348,вул. Паторжинського,69000,66,3,Дніпро,"Нагірка
                        ·",1,1045,0,0,0,0,1,0,"вул. Паторжинського, Дніпро, Україна",48.4584207,35.0490919
1349,вул. Шнеєрсона Менахем-Мендл,46000,43,1,Дніпро,"Центральний
                        ·",3,1082,0,0,0,1,0,0,"вул. Шнеєрсона Менахем-Мендл, Дніпро, Україна",48.4571604,35.0274415
1351,"просп. Слобожанський, 125",47499,34,1,Дніпро,"Індустріальний
                        ·",7,1397,1,0,0,0,0,0,"просп. Слобожанський, 125, Дніпро, Україна",48.523831,35.081615
1352,вул. Гончара О.,39500,33,1,Дніпро,"Нагірка
                        ·",1,1204,0,0,0,0,1,0,"вул. Гончара О., Дніпро, Україна",48.4539046,35.0586471
1353,вул. Мерзленка Віктора,39000,65,3,Дніпро,"Новокодацький
                        ·",1,600,0,0,0,0,0,0,"вул. Мерзленка Віктора, Дніпро, Україна",48.4612488,34.9765477
1354,"вул. Моніторна, 10",36500,46,2,Дніпро,"Парус
                        ·",1,793,0,0,1,0,0,0,"вул. Моніторна, 10, Дніпро, Україна",48.4770649,34.90671058319349
1355,"вул. Гоголя, 17",60000,80,3,Дніпро,"Нагорний
                        ·",1,750,0,0,0,0,1,0,"вул. Гоголя, 17, Дніпро, Україна",48.457194900000005,35.05209022735127
1356,"вул. Старокозацька, 41/43",55000,60,3,Дніпро,"Центральний
                        ·",5,917,0,0,0,0,0,0,"вул. Старокозацька, 41/43, Дніпро, Україна",48.46449885,35.03761831456402
1357,"вул. Висоцького, 4",58000,88,4,Дніпро,"Амур-Нижньодніпровський
                        ·",4,659,0,0,0,0,0,0,"вул. Висоцького, 4, Дніпро, Україна",48.51159045,34.9854361917415
1358,вул. Аржанова,28000,46,2,Дніпро,"Індустріальний
                        ·",2,609,1,0,0,0,0,0,"вул. Аржанова, Дніпро, Україна",48.5016244,35.0694781
1359,"вул. Короленка, 2К",221000,130,4,Дніпро,"Шевченківський
                        ·",7,1700,0,0,0,0,1,0,"вул. Короленка, 2К, Дніпро, Україна",48.4513724,35.0274955
1360,"просп. Яворницького Дмитра, 72А",81600,96,3,Дніпро,"Центральний
                        ·",4,850,0,0,0,0,1,0,"просп. Яворницького Дмитра, 72А, Дніпро, Україна",48.4702193,35.0361438
1361,"вул. Любарського, 36",38000,43,1,Дніпро,"Сонячний
                        ·",11,892,0,0,0,0,1,0,"вул. Любарського, 36, Дніпро, Україна",48.484672950000004,35.0702039948739
1362,"вул. Артеківська, 29",27999,36,1,Дніпро,"Індустріальний
                        ·",1,778,0,0,0,0,0,0,"вул. Артеківська, 29, Дніпро, Україна",48.513639600000005,35.0743608
1363,"Запорізьке шосе, 32А",94990,64,3,Дніпро,"Підстанція
                        ·",6,1484,0,0,1,0,0,0,"Запорізьке шосе, 32А, Дніпро, Україна",48.413233000000005,35.0249581996232
1364,вул. Камчатська,33600,48,1,Дніпро,"Новокодацький
                        ·",2,700,0,0,0,0,0,0,"вул. Камчатська, Дніпро, Україна",48.4724553,34.9947194
1365,вул. Гаванська,58000,56,2,Дніпро,"Самарський
                        ·",6,1036,0,0,1,0,0,0,"вул. Гаванська, Дніпро, Україна",48.4409115,35.1252589
1366,"вул. Любарського, 106",22000,28,1,Дніпро,"Самарський
                        ·",1,786,0,0,0,0,0,0,"вул. Любарського, 106, Дніпро, Україна",48.47796825,35.0867058
1367,вул. Придніпровська,35900,72,3,Дніпро,"Амур-Нижньодніпровський
                        ·",3,499,0,0,0,0,0,0,"вул. Придніпровська, Дніпро, Україна",48.508477,35.0157912
1368,"вул. Набережна Перемоги, 124",78000,72,3,Дніпро,"Перемога-5
                        ·",4,1083,0,0,1,0,0,0,"вул. Набережна Перемоги, 124, Дніпро, Україна",48.417610350000004,35.0685824
1369,вул. Єфремова Сергія,522400,202,4,Дніпро,"Центральний
                        ·",8,2586,0,0,0,0,0,0,"вул. Єфремова Сергія, Дніпро, Україна",48.4601762,35.0610732
1370,"вул. Сімферопольська, 2П",115000,82,3,Дніпро,"Соборний
                        ·",21,1402,0,0,0,0,0,0,"вул. Сімферопольська, 2П, Дніпро, Україна",48.451818149999994,35.06746005130522
1371,"бул. Зоряний, 1М",83000,46,1,Дніпро,"Шевченківський
                        ·",20,1793,0,0,0,0,0,0,"бул. Зоряний, 1М, Дніпро, Україна",48.426916899999995,35.02116205554961
1372,вул. Вознесенська,109000,94,3,Дніпро,"Центральний
                        ·",6,1160,0,0,0,1,1,0,"вул. Вознесенська, Дніпро, Україна",48.4535065,35.0384819
1373,бул. Зоряний,117000,63,3,Дніпро,Дніпро,4,1857,0,0,1,0,0,0,"бул. Зоряний, Дніпро, Україна",48.4274538,35.0201854
1374,"вул. Савченка Юрія, 4",32000,32,1,Дніпро,Дніпро,1,1000,0,0,1,0,1,1,"вул. Савченка Юрія, 4, Дніпро, Україна",48.4566882,35.0122088
1375,"вул. Титова, 18Б",32000,40,1,Дніпро,"Тітова
                        ·",15,800,0,0,1,0,0,0,"вул. Титова, 18Б, Дніпро, Україна",48.43317745,35.008169295664516
1377,вул. Архітектора Олега Петрова(Чернишевського),27000,43,2,Дніпро,"Центральний
                        ·",1,628,0,0,1,0,1,0,"вул. Архітектора Олега Петрова(Чернишевського), Дніпро, Україна",48.4558016,35.048157
1378,просп. Поля Олександра,70000,92,3,Дніпро,"Тітова
                        ·",4,761,0,0,1,0,0,0,"просп. Поля Олександра, Дніпро, Україна",48.466615,35.0296313
1379,"вул. Самійла Зборовського(Станіславського), 7",38000,55,2,Дніпро,"Самарський
                        ·",2,691,0,0,1,0,0,1,"вул. Самійла Зборовського(Станіславського), 7, Дніпро, Україна",48.401310699999996,35.13326863996512
1380,вул. Любарського,55000,64,2,Дніпро,"Сонячний
                        ·",10,858,0,0,0,0,1,0,"вул. Любарського, Дніпро, Україна",48.486569,35.065816
1381,вул. Прогресивна,33000,42,2,Дніпро,"Амур-Нижньодніпровський
                        ·",3,786,0,0,1,0,0,0,"вул. Прогресивна, Дніпро, Україна",48.4838145,35.0685373
1382,"вул. Набережна Перемоги, 100",43800,48,2,Дніпро,"Соборний
                        ·",5,913,0,0,0,0,0,0,"вул. Набережна Перемоги, 100, Дніпро, Україна",48.4259831,35.0634669
1383,вул. Мандриківська,86000,191,4,Дніпро,"Соборний
                        ·",16,450,0,0,0,0,0,0,"вул. Мандриківська, Дніпро, Україна",48.4300703,35.0627158
1384,"просп. Героїв, 9",47000,63,3,Дніпро,"Соборний
                        ·",8,746,0,0,0,0,0,0,"просп. Героїв, 9, Дніпро, Україна",48.4190775,35.0625803
1385,"вул. Караваєва, 37",29000,48,2,Дніпро,"Новокодацький
                        ·",2,604,0,0,1,0,0,0,"вул. Караваєва, 37, Дніпро, Україна",48.459940950000004,34.97151804879241
1386,"вул. Мозолевського Бориса, 2",45000,49,2,Дніпро,"12 квартал
                        ·",8,926,0,1,0,0,0,0,"вул. Мозолевського Бориса, 2, Дніпро, Україна",48.4015882,35.00530613717287
1387,"вул. Сонячна Набережна(Малиновського Маршала), 48",62000,62,3,Дніпро,"Сонячний
                        ·",4,1000,0,0,0,0,0,0,"вул. Сонячна Набережна(Малиновського Маршала), 48, Дніпро, Україна",48.4796844,35.07521340000001
1388,"вул. Титова, 17А",86000,76,2,Дніпро,"Титова
                        ·",7,1132,0,0,0,0,0,0,"вул. Титова, 17А, Дніпро, Україна",48.42988545,35.008182887373714
1389,вул. Будівельників,34500,47,2,Дніпро,"Чечелівський
                        ·",1,734,0,0,0,0,0,0,"вул. Будівельників, Дніпро, Україна",48.4230975,35.0101315
1390,"вул. Дмитра Кедріна, 66",100000,121,3,Дніпро,"Центральний
                        ·",6,826,0,1,0,1,0,0,"вул. Дмитра Кедріна, 66, Дніпро, Україна",48.43887345,34.99922768336185
1391,вул. Старокозацька,93000,100,3,Дніпро,"Центральний
                        ·",8,930,0,0,0,0,1,0,"вул. Старокозацька, Дніпро, Україна",48.4688349,35.0261078
1392,"вул. Макуха Василя, 5",44999,67,3,Дніпро,"Амур-Нижньодніпровський
                        ·",2,672,0,0,1,0,0,0,"вул. Макуха Василя, 5, Дніпро, Україна",48.5190114,35.05819828336944
1393,"вул. Володимира Мономаха, 8",50000,48,2,Дніпро,"Центр
                        ·",2,1042,1,0,0,0,1,0,"вул. Володимира Мономаха, 8, Дніпро, Україна",48.4684328,35.0466809
1394,Донецьке шосе,48000,46,2,Дніпро,"Індустріальний
                        ·",1,1043,1,1,0,0,0,0,"Донецьке шосе, Дніпро, Україна",48.5093888,34.9870847
1395,"вул. Старочумацька(Байкальська), 11",36000,60,3,Дніпро,"Індустріальний
                        ·",5,600,0,0,0,0,0,0,"вул. Старочумацька(Байкальська), 11, Дніпро, Україна",48.5183678,35.08210544583413
1396,"просп. Слобожанський, 127",28000,31,1,Дніпро,"Індустріальний
                        ·",3,903,1,0,0,0,0,0,"просп. Слобожанський, 127, Дніпро, Україна",48.524131499999996,35.08097517365918
1397,"Запорізьке шосе, 28Б",40500,47,1,Дніпро,"Шевченківський
                        ·",9,862,0,0,0,0,0,0,"Запорізьке шосе, 28Б, Дніпро, Україна",48.4140517,35.0260846
1398,"вул. Будівельників, 31",25000,36,2,Дніпро,"Титова
                        ·",1,704,0,0,1,0,0,0,"вул. Будівельників, 31, Дніпро, Україна",48.4254983,34.99891309881774
1399,просп. Орлика Пилипа,44000,55,3,Дніпро,Дніпро,1,800,0,0,0,0,0,0,"просп. Орлика Пилипа, Дніпро, Україна",48.4507504,35.0179775
1400,"пров. Ялицевий, 6",33700,34,2,Дніпро,"Чечелівський
                        ·",2,991,0,1,1,0,0,0,"пров. Ялицевий, 6, Дніпро, Україна",48.440717899999996,35.00682632086887
1401,"Запорізьке шосе, 78",30500,40,1,Дніпро,"Тополя-3
                        ·",2,766,0,0,1,1,0,0,"Запорізьке шосе, 78, Дніпро, Україна",48.3930227,35.038364945937175
1402,"вул. Високовольтна, 8",28000,29,1,Дніпро,"Соборний
                        ·",5,966,0,0,0,0,1,0,"вул. Високовольтна, 8, Дніпро, Україна",48.423868999999996,35.03318031073633
1403,"вул. Гоголя, 10А",65000,65,3,Дніпро,"Нагорний
                        ·",5,1000,0,0,1,0,0,0,"вул. Гоголя, 10А, Дніпро, Україна",48.45832595,35.051371191563085
1404,"вул. Прогресивна, 1",43900,72,3,Дніпро,"Сонячний
                        ·",4,613,0,0,1,0,0,1,"вул. Прогресивна, 1, Дніпро, Україна",48.4841645,35.06984943120082
1405,вул. Левка Лук’яненка,40000,45,2,Дніпро,"Нагірка
                        ·",2,889,0,0,0,1,1,0,"вул. Левка Лук’яненка, Дніпро, Україна",48.4511907,35.0523616
1406,"вул. Шолохова, 5",35000,39,1,Дніпро,"Амур-Нижньодніпровський
                        ·",5,897,0,0,1,0,0,1,"вул. Шолохова, 5, Дніпро, Україна",48.508299300000004,34.98935221249292
1407,вул. Героїв Дніпра,42000,38,1,Дніпро,"Перемога-5
                        ·",6,1105,0,0,1,0,0,0,"вул. Героїв Дніпра, Дніпро, Україна",48.460887,35.2041384
1408,вул. Троїцька,75000,39,2,Дніпро,"Шевченківський
                        ·",3,1923,0,1,0,1,1,0,"вул. Троїцька, Дніпро, Україна",48.4506761,35.0293081
1409,"вул. Кондратюка Юрія, 16",45000,72,3,Дніпро,"Покровський
                        ·",8,628,0,0,1,0,0,0,"вул. Кондратюка Юрія, 16, Дніпро, Україна",48.4819309,34.923563042571374
1410,"просп. Яворницького Дмитра, 125",63000,73,3,Дніпро,"Центральний
                        ·",4,863,0,0,0,0,0,0,"просп. Яворницького Дмитра, 125, Дніпро, Україна",48.474385600000005,35.0148874615845
1411,"вул. Калнишевського Петра, 41",31000,48,2,Дніпро,"Індустріальний
                        ·",2,643,0,0,1,0,0,0,"вул. Калнишевського Петра, 41, Дніпро, Україна",48.5072202,35.08674390975868
1412,вул. Сонячна Набережна(Малиновського Маршала),75000,65,3,Дніпро,"Індустріальний
                        ·",16,1154,0,0,0,0,0,0,"вул. Сонячна Набережна(Малиновського Маршала), Дніпро, Україна",48.4740803,35.1286897
1413,"вул. Героїв Рятувальників(Дубініна В.), 6",93000,73,3,Дніпро,"Гагаріна
                        ·",3,1310,0,1,0,0,0,0,"вул. Героїв Рятувальників(Дубініна В.), 6, Дніпро, Україна",48.42981455,35.044784706440495
1414,пров. Добровольців,18500,23,1,Дніпро,"Соборний
                        ·",4,804,0,0,1,0,0,0,"пров. Добровольців, Дніпро, Україна",48.4130841,35.0776736
1416,"вул. Святослава Хороброго, 62",97000,189,4,Дніпро,"Соборний
                        ·",1,515,0,0,0,0,0,0,"вул. Святослава Хороброго, 62, Дніпро, Україна",48.464262500000004,35.03367594999999
1417,"вул. Полігонна(Погребняка), 10Б",95000,78,2,Дніпро,"Гагаріна
                        ·",6,1216,0,0,0,0,1,0,"вул. Полігонна(Погребняка), 10Б, Дніпро, Україна",48.44778325,35.05321681431588
1418,"бул. Рубіновий, 7",40000,39,1,Дніпро,"Новокодацький
                        ·",14,1020,0,0,0,1,0,0,"бул. Рубіновий, 7, Дніпро, Україна",48.48260115,34.929476699999995
1419,"Запорізьке шосе, 32Д",37000,44,1,Дніпро,"Шевченківський
                        ·",10,851,0,0,1,0,0,0,"Запорізьке шосе, 32Д, Дніпро, Україна",48.41325985,35.02423706837162
1420,"вул. Новокримська, 42",75000,70,3,Дніпро,"Чечелівський
                        ·",5,1071,0,0,1,1,0,0,"вул. Новокримська, 42, Дніпро, Україна",48.42480045,35.00720053776307
1421,"вул. Гусенка, 4",28000,28,1,Дніпро,"Соборний
                        ·",1,996,0,0,1,0,0,0,"вул. Гусенка, 4, Дніпро, Україна",48.45126305,35.05029605
1422,вул. Ленкавського,114000,92,3,Івано-Франківськ,"Кант
                        ·",12,1239,0,0,0,0,1,1,"вул. Ленкавського, Івано-Франківськ, Україна",48.9246484,24.6950247
1423,вул. Молодіжна,44157,69,2,Івано-Франківськ,"Брати
                        ·",4,645,0,0,0,0,1,0,"вул. Молодіжна, Івано-Франківськ, Україна",48.9312314,24.7350253
1424,вул. Волошина Августина,31790,38,1,Івано-Франківськ,"Бам
                        ·",6,795,0,0,1,0,0,0,"вул. Волошина Августина, Івано-Франківськ, Україна",48.9072818,24.7004542
1425,"вул. Гетьмана Івана Мазепи, 148",107000,97,3,Івано-Франківськ,"Центр
                        ·",6,1099,0,0,0,0,1,0,"вул. Гетьмана Івана Мазепи, 148, Івано-Франківськ, Україна",48.5255042,25.05941004747604
1426,"вул. Княгинин, 44",56146,84,3,Івано-Франківськ,"Центр
                        ·",8,670,0,0,0,0,0,0,"вул. Княгинин, 44, Івано-Франківськ, Україна",48.9358357,24.708647787649504
1427,вул. Хіміків,39800,59,2,Івано-Франківськ,"Пасічна
                        ·",12,675,0,0,0,0,0,0,"вул. Хіміків, Івано-Франківськ, Україна",48.9473785,24.7016001
1428,вул. Левицького Романа,115500,92,3,Івано-Франківськ,"Кант
                        ·",3,1255,1,0,1,0,0,0,"вул. Левицького Романа, Івано-Франківськ, Україна",48.9208505,24.6864452
1429,"вул. Івасюка, 19",54000,44,1,Івано-Франківськ,"Каскад
                        ·",3,1227,0,0,1,0,0,0,"вул. Івасюка, 19, Івано-Франківськ, Україна",48.802883949999995,24.187900049999996
